MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     6.927582E-01     8.550780E-01     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.847423E+04     8.550780E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     8     2     7.210318E-01     7.891927E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3    11     3     6.963483E-01     6.712628E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    13     4     6.909760E-01     1.252637E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    14     5     6.902612E-01     3.617837E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    15     6     6.900686E-01     1.873056E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    16     7     6.895500E-01     1.388266E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    17     8     6.896355E-01     8.519776E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    19     9     6.887271E-01     3.347273E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    20    10     6.883152E-01     2.184463E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    21    11     6.877004E-01     9.134008E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    22    12     6.872015E-01     3.173476E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    23    13     6.871080E-01     9.623832E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    24    14     6.869747E-01     1.282354E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    25    15     6.868279E-01     3.526463E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    26    16     6.865750E-01     3.531775E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    27    17     6.865621E-01     7.799338E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
