MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     1.823622E+03     1.645722E+04     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.928938E+04     1.645722E+04     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     8     2     2.682683E+05     6.502243E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3    12     3     1.151536E+05     5.818753E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    15     4     5.184613E+04     3.485887E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    17     5     2.400387E+04     1.223148E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    20     6     8.041352E+02     1.178621E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    22     7     1.071511E+03     7.594296E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    24     8     3.561491E+02     5.301434E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    26     9     1.918651E+03     5.937789E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    28    10     3.516694E+02     4.608386E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    30    11     3.223650E+02     3.821083E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    32    12     5.047301E+02     2.374405E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    35    13     1.029260E+01     2.338369E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    37    14     8.408304E+02     1.306647E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    39    15     6.241166E+01     9.571324E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    42    16     3.660747E+00     9.349429E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    44    17     6.852275E+00     1.129130E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    47    18     2.871384E+00     1.063617E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    49    19     5.700353E+00     8.698076E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    51    20     3.476027E+00     3.903929E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    53    21     2.641146E+03     4.565495E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    56    22     2.471251E+00     4.532900E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
