MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     1.059180E+00     9.765864E-01     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.399345E+03     9.765864E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     7     2     1.089572E+00     1.969781E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3     9     3     1.136066E+00     2.129553E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    11     4     1.060442E+00     3.188819E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    13     5     1.052806E+00     4.146543E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    14     6     1.051896E+00     6.454693E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    15     7     1.051470E+00     6.147123E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    16     8     1.051185E+00     1.926889E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    18     9     1.050432E+00     8.500285E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    19    10     1.050550E+00     2.370115E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    21    11     1.052507E+00     8.667611E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    23    12     1.050203E+00     1.912477E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    26    13     1.050132E+00     1.527247E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    27    14     1.050102E+00     1.018705E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    28    15     1.050063E+00     1.786190E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    29    16     1.050083E+00     1.373365E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    31    16     1.050054E+00     1.373365E-01     0.000000E+00     0.000000E+00    -9.059621E-06     5.103076E-01 
