MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     4.213877E+00     9.098721E+01     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.880083E+01     9.098721E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2    12     2     3.151934E+01     8.125494E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3    19     3     1.211961E+02     2.263424E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    27     4     1.723220E+02     2.040994E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    34     5     2.772444E+02     1.693026E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    40     6     1.256745E+01     6.071021E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    49     7     8.558690E+00     4.894984E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    56     8     1.779847E+00     1.853851E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    63     9     1.629876E+00     1.322577E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    65    10     1.498225E+00     1.082307E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    66    11     1.488661E+00     8.931473E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    67    12     1.481730E+00     8.647916E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    68    13     1.475716E+00     1.642996E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    69    14     1.470854E+00     7.170223E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    70    15     1.469941E+00     5.203903E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    71    16     1.468298E+00     9.649947E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    72    17     1.466574E+00     6.542591E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    73    18     1.472352E+00     5.081353E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    75    19     1.491424E+00     7.730950E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    79    20     1.465059E+00     3.953760E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    80    21     1.465039E+00     5.038323E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    81    22     1.465066E+00     3.868130E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   23    82    22     1.465032E+00     3.868130E-01     0.000000E+00     0.000000E+00    -7.344371E-06     3.025197E-01 
