MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     4.808815E-01     3.560426E-02     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     4.806370E-01     3.560426E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     3     2     4.800138E-01     3.398971E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3     4     3     4.798659E-01     3.076539E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4     5     4     4.796261E-01     3.068625E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5     6     5     4.792747E-01     3.101799E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6     7     6     4.788869E-01     3.149603E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7     8     7     4.785874E-01     3.189139E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8     9     8     4.783214E-01     3.255258E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    10     9     4.780746E-01     3.376027E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    11    10     4.775376E-01     3.461602E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    12    11     4.767445E-01     3.601936E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    13    12     4.759681E-01     3.725660E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    14    13     4.753847E-01     3.700422E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    15    14     4.747924E-01     3.566796E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    16    15     4.741824E-01     3.396842E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    17    16     4.736207E-01     3.247487E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    18    17     4.732634E-01     3.084169E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    19    18     4.731350E-01     2.864308E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    20    19     4.730727E-01     2.710735E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    21    20     4.730479E-01     2.620025E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    22    21     4.730327E-01     2.588372E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    23    22     4.730084E-01     2.578758E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   23    24    23     4.729757E-01     2.576221E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   24    25    24     4.729470E-01     2.582210E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   25    26    25     4.729366E-01     2.593775E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   26    27    26     4.729351E-01     2.608865E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   27    28    27     4.729344E-01     2.615806E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   28    29    28     4.729330E-01     2.618170E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   29    30    29     4.729307E-01     2.620434E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   30    31    30     4.729275E-01     2.621358E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   31    32    31     4.729252E-01     2.618761E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   32    33    32     4.729244E-01     2.613445E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   33    34    33     4.729240E-01     2.609920E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   34    35    34     4.729231E-01     2.608522E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   35    36    35     4.729209E-01     2.606812E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   36    37    36     4.729157E-01     2.604898E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   37    38    37     4.729044E-01     2.603351E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   38    39    38     4.728849E-01     2.603619E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   39    40    39     4.728645E-01     2.606575E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   40    41    40     4.728542E-01     2.610596E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   41    42    41     4.728525E-01     2.614997E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   42    43    42     4.728523E-01     2.617360E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   43    43    43     4.728523E-01     2.617855E-02     0.000000E+00     0.000000E+00     3.924051E-08     1.000000E+00 
