MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     6.534054E-01     1.531633E-01     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     6.732964E-01     1.531633E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     4     2     6.511846E-01     4.500102E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3     5     3     6.478273E-01     4.129707E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4     6     4     6.459028E-01     3.222821E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5     7     5     6.446675E-01     3.700974E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6     8     6     6.401944E-01     3.994588E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7     9     7     6.353948E-01     4.788356E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    10     8     6.322326E-01     4.902886E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    11     9     6.306542E-01     3.831132E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    12    10     6.303863E-01     3.979173E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    13    11     6.290490E-01     3.357253E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    14    12     6.279380E-01     3.280951E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    15    13     6.278030E-01     2.781853E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    16    14     6.271260E-01     2.690330E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    17    15     6.265379E-01     3.978407E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    18    16     6.262697E-01     4.572393E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    19    17     6.261826E-01     3.421700E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    20    18     6.261172E-01     2.802440E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    21    19     6.259550E-01     2.914374E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    22    20     6.256536E-01     3.828919E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    23    21     6.252513E-01     5.067687E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    24    22     6.249856E-01     5.191994E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   23    25    23     6.248387E-01     3.827184E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   24    26    24     6.247740E-01     2.787774E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   25    27    25     6.247154E-01     2.954260E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   26    28    26     6.245780E-01     3.341925E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   27    29    27     6.244206E-01     4.006377E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   28    30    28     6.243038E-01     4.024178E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   29    31    29     6.242442E-01     3.220439E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   30    32    30     6.241991E-01     2.777838E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   31    33    31     6.241293E-01     2.843419E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   32    34    32     6.240422E-01     3.098231E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   33    35    33     6.239815E-01     3.165106E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   34    36    34     6.239649E-01     2.960795E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   35    37    35     6.239625E-01     2.926523E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   36    38    36     6.239603E-01     2.949590E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   37    39    37     6.239548E-01     2.970538E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   38    40    38     6.239419E-01     3.018306E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   39    41    39     6.239104E-01     3.114187E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   40    42    40     6.238454E-01     3.308029E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   41    43    41     6.237451E-01     3.587193E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   42    44    42     6.236542E-01     3.730663E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   43    45    43     6.236180E-01     3.468843E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   44    46    44     6.236139E-01     3.164897E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   45    47    45     6.236135E-01     3.102406E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   46    48    46     6.236130E-01     3.096497E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   47    49    47     6.236119E-01     3.092153E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   48    50    48     6.236101E-01     3.086498E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   49    51    49     6.236086E-01     3.080800E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   50    52    50     6.236079E-01     3.078850E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   51    53    51     6.236077E-01     3.081757E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   52    54    52     6.236075E-01     3.084674E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   53    55    53     6.236070E-01     3.086835E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   54    56    54     6.236058E-01     3.090215E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
