MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     6.174529E+03     4.324091E+03     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     5.819151E+03     4.324091E+03     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     5     2     7.859243E+02     5.305059E+03     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3     8     3     5.662224E+02     5.706247E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    10     4     2.040217E+03     5.919558E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    12     5     4.310387E+04     1.506300E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    14     6     1.529084E+03     9.379023E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    16     7     3.021699E+02     2.661499E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    18     8     1.308581E+02     1.412922E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    20     9     1.098479E+03     1.950953E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    22    10     1.518334E+01     2.006467E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    24    11     1.306765E+01     2.429043E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    26    12     2.087581E+01     2.413052E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    28    13     2.865306E+01     2.251839E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    30    14     3.339308E+01     2.099187E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    33    15     3.820981E+01     2.061457E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    37    16     4.259487E+01     2.054816E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    42    17     4.861541E+01     2.053196E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    48    18     5.646585E+01     2.052632E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
