MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     1.026589E+00     4.037622E+00     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     3.053709E+00     4.037622E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2    13     2     3.284260E+00     3.378300E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3    23     3     2.826196E+01     2.418891E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    33     4     4.160034E+01     2.019708E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    39     5     1.840901E+00     9.045483E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    48     6     1.107083E+00     5.430053E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    55     7     1.026648E+00     3.559446E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    57     8     1.020887E+00     3.233978E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    58     9     1.020779E+00     2.800771E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    59    10     1.020797E+00     2.924137E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    61    11     1.020701E+00     2.305372E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    62    12     1.020680E+00     2.121035E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    62    13     1.020680E+00     1.835517E-01     0.000000E+00     0.000000E+00     6.520604E-06     1.000000E+00 
