MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     1.268727E+00     3.336728E+00     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     3.058232E+04     3.336728E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2     7     2     1.791332E+00     2.413240E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3     9     3     1.482705E+00     2.708713E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    11     4     1.260151E+00     2.749577E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    12     5     1.258800E+00     6.209718E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    13     6     1.256195E+00     1.254775E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    14     7     1.255343E+00     5.586256E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    15     8     1.253726E+00     4.431952E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    16     9     1.251449E+00     1.541522E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    17    10     1.257498E+00     1.800609E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    19    11     1.246600E+00     2.842480E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    20    12     1.243169E+00     4.058132E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    21    13     1.240996E+00     1.822970E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    22    14     1.240627E+00     1.037279E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    24    15     1.231146E+00     1.447320E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    25    16     1.248677E+00     2.405664E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    27    17     1.222524E+00     3.289593E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    28    18     1.231090E+00     2.093999E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    30    19     1.197792E+00     5.855482E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    31    20     1.158791E+00     4.788163E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    32    21     1.154112E+00     1.455593E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    33    22     1.164709E+00     2.661650E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   23    35    23     1.138825E+00     6.385042E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   24    36    24     1.131939E+00     6.821789E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   25    37    25     1.147206E+00     9.005335E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   26    39    26     1.125812E+00     3.209513E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   27    40    27     1.120561E+00     8.734801E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   28    41    28     1.113710E+00     2.603578E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   29    42    29     1.109777E+00     3.199201E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   30    43    30     1.108369E+00     7.121498E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   31    44    31     1.104522E+00     3.538721E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   32    45    32     1.101595E+00     1.293859E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   33    46    33     1.099000E+00     1.683469E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   34    47    34     1.097196E+00     1.488154E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   35    48    35     1.096433E+00     1.180603E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   36    49    36     1.095025E+00     7.942127E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   37    50    37     1.094076E+00     4.951569E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   38    51    38     1.093145E+00     1.366829E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   39    52    39     1.092613E+00     9.136300E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   40    53    40     1.092216E+00     5.758708E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   41    54    41     1.091686E+00     1.063202E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   42    55    42     1.090674E+00     1.054493E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   43    56    43     1.090151E+00     1.105358E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   44    57    44     1.089915E+00     1.377693E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   45    58    45     1.089731E+00     1.322311E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   46    59    46     1.089322E+00     8.592983E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   47    60    47     1.088987E+00     2.598153E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   48    61    48     1.088523E+00     5.404199E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   49    62    49     1.088261E+00     5.049678E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   50    63    50     1.088125E+00     7.530465E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   51    64    51     1.087976E+00     2.789490E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   52    65    52     1.087886E+00     5.017417E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   53    66    53     1.087792E+00     6.337364E-02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   54    67    54     1.087723E+00     4.408639E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   55    68    55     1.087570E+00     5.838743E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   56    69    56     1.087484E+00     6.884438E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   57    70    57     1.087339E+00     6.307227E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   58    71    58     1.087124E+00     5.192866E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   59    72    59     1.086832E+00     4.418917E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   60    73    60     1.086627E+00     4.165639E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   61    74    61     1.086574E+00     2.280234E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
