MAJOR  NFEV  NGEV           OBJFUN            GNORM            CNORM             FEAS              OPT             STEP 
    0     1     1     5.742538E+00     1.261562E+02     0.000000E+00     9.900000E+01     9.900000E+01     9.900000E+01 
    1     2     1     1.727770E+02     1.261562E+02     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    2    10     2     1.102280E+02     9.060778E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    3    21     3     2.054771E+02     7.861639E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    4    28     4     2.123653E+02     2.775412E+01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    5    34     5     4.502616E+00     7.430094E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    6    42     6     1.879396E+00     1.909510E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    7    44     7     1.597832E+00     1.609157E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    8    46     8     4.962591E+00     1.520104E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
    9    48     9     1.375129E+00     1.096574E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   10    49    10     1.374401E+00     1.052105E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   11    50    11     1.369400E+00     1.042292E+00     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   12    51    12     4.923185E+00     5.995000E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   13    54    13     1.717960E+00     5.795965E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   14    56    14     1.399154E+00     5.004288E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   15    58    15     1.405535E+00     4.072081E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   16    60    16     1.359252E+00     3.216001E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   17    61    17     1.359166E+00     3.492337E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   18    62    18     1.359123E+00     3.229404E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   19    63    19     1.359140E+00     3.172417E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   20    65    20     1.366849E+00     3.076230E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   21    68    21     1.393369E+00     3.053398E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   22    72    22     1.449050E+00     3.042741E-01     0.000000E+00     0.000000E+00     0.000000E+00     1.000000E+00 
   23    76    22     1.358904E+00     3.042741E-01     0.000000E+00     0.000000E+00    -6.520763E-06     5.342450E-01 
